ArticleTitle	Question	Answer	DifficultyFromQuestioner	DifficultyFromAnswerer	ArticleFile
Cymbal	From what type of Cymbals can a expert player obtain an enormous dynamic range?	An expert player can obtain an enormous dynamic range from crash cymbals.	hard	hard	S09_set2_a6
Cymbal	From what type of Cymbals can a expert player obtain an enormous dynamic range?	Crash cymbals	hard	hard	S09_set2_a6
Cymbal	Can the origins of cymbals be traced back to prehistoric times?	yes	easy	easy	S09_set2_a6
Cymbal	Can the origins of cymbals be traced back to prehistoric times?	Yes	easy	easy	S09_set2_a6
Cymbal	Did the modern hi-hat evolve from clash cymbals?	yes	easy	easy	S09_set2_a6
Cymbal	Did the modern hi-hat evolve from clash cymbals?	Yes	easy	medium	S09_set2_a6
Cymbal	Is the word cymbal derived from a Germanic word?	No	easy	easy	S09_set2_a6
Cymbal	Is the word cymbal derived from a Germanic word?	No	easy	hard	S09_set2_a6
Cymbal	What is the center of a cymbal called?	Bell	medium	medium	S09_set2_a6
Cymbal	What is the center of a cymbal called?	bell	medium	medium	S09_set2_a6
Cymbal	What part of the cymbal gets the best "crash"?	Edge or rim	medium	medium	S09_set2_a6
Cymbal	What part of the cymbal gets the best "crash"?	edge or rim	medium	medium	S09_set2_a6
Cymbal	What is the second main orchestral use of cymbals?	the suspended cymbal	medium	medium	S09_set2_a6
Cymbal	What is the second main orchestral use of cymbals?	the suspended cymbal	medium	medium	S09_set2_a6
Cymbal	What two instruments form the modern drum kit?	the cymbals and the drum	hard	hard	S09_set2_a6
Cymbal	What Greek mythical creatures were depicted holding cymbals?	fauns and satyrs	hard	too hard	S09_set2_a6
Cymbal	What Greek mythical creatures were depicted holding cymbals?	fauns and satyrs	hard	too hard	S09_set2_a6
Cymbal	What are orchestral crash cymbals technically called?	a pair of clash cymbals	hard	hard	S09_set2_a6
Cymbal	What are orchestral crash cymbals technically called?	clash cymbals	hard	hard	S09_set2_a6
Dhaka	Is Dhaka the capital of Bangladesh?	Yes	easy	easy	S09_set3_a3
Dhaka	Is Dhaka located on the eastern banks of the Buriganga River?	Yes	easy	medium	S09_set3_a3
Dhaka	Is University of Dhaka the largest public university in Dhaka?	Yes	easy	hard	S09_set3_a3
Dhaka	How much area does Dhaka cover?	1462.60 square kilometers	medium	medium	S09_set3_a3
Dhaka	How many people did the 1970 Bhola cyclone kill?	500,000	medium	medium	S09_set3_a3
Dhaka	When is the end of the independence war of Bangladesh?	December 16, 1971	medium	hard	S09_set3_a3
Dhaka	Did the Mughals arrive in Dhaka?	Yes	hard	medium	S09_set3_a3
Dhaka	Is University of Dhaka older than the Dhaka College?	No	hard	hard	S09_set3_a3
English_language	What is given for the number of native speakers?	No figure is given for the number of native speakers.	NULL	hard	S09_set5_a1
English_language	Is english an intonation  language?	Yes	NULL	easy	S09_set5_a1
English_language	Is english a de  jure  official  language  of Israel?	no	NULL	easy	S09_set5_a1
English_language	Is the stressed  syllable called the nuclear  syllable?	yes	NULL	easy	S09_set5_a1
English_language	Does english grammar have minimal inflection?	Yes	NULL	easy	S09_set5_a1
English_language	Did old English develop into Middle English?	Yes	NULL	easy	S09_set5_a1
English_language	Are books, magazines, and newspapers written in English available?	yes	NULL	easy	S09_set5_a1
English_language	Is the syntax of German different with different rules?	yes	NULL	easy	S09_set5_a1
English_language	Is it true that semantics causes a number of false friends?	true	NULL	easy	S09_set5_a1
English_language	Here , are all syllables unstressed , except the syllables/words best and done , which are stressed ?	yes	NULL	easy	S09_set5_a1
English_language	Are many words describing the navy , types of ships , and other objects or activities on the water of dutch origin ?	yes	NULL	easy	S09_set5_a1
English_language	Are local variations in the formal written version of the language quite limited , being restricted largely to the spelling differences between British and American English ?	yes	NULL	easy	S09_set5_a1
Flute	Is the flute a musical instrument?	Yes.	easy	easy	S09_set2_a5
Flute	Is the flute a musical instrument?	Yes	easy	easy	S09_set2_a5
Flute	Is it possible to open flutes at one or both ends?	Yes.	easy	easy	S09_set2_a5
Flute	Is it possible to open flutes at one or both ends?	Yes	easy	easy	S09_set2_a5
Flute	Are Indian concert flutes available in standard pitches?	Yes.	easy	easy	S09_set2_a5
Flute	Are Indian concert flutes available in standard pitches?	Yes	easy	easy	S09_set2_a5
Flute	What do we refer musicians who play flute?	A flute player, a flautist or a flutist. 	medium	medium	S09_set2_a5
Flute	What do we refer musicians who play flute?	A flute player, a flautist, or a flutist	medium	medium	S09_set2_a5
Flute	When was a three-holed flute made from a mammoth tusk discovered?	2004.	medium	medium	S09_set2_a5
Flute	When was a three-holed flute made from a mammoth tusk discovered?	In 2004	medium	medium	S09_set2_a5
Flute	When did the tin whistle first appear?	12th century.	medium	medium	S09_set2_a5
Flute	When did the tin whistle first appear?	In the 12th century	medium	medium	S09_set2_a5
Flute	What are the oldest known musical instruments?	A three holed-flute made from a mammoth tusk and two flutes made from swan's bones.	hard	medium	S09_set2_a5
Flute	What are the oldest known musical instruments?	A three-holed flute made from a mammoth tusk and two flutes made from swans' bones are among the oldest known musical instruments	hard	hard	S09_set2_a5
Flute	When was the pan flute spread to other parts of Europe?	7th century BC.	hard	hard	S09_set2_a5
Flute	When was the pan flute spread to other parts of Europe?	After the 7th century BC	hard	hard	S09_set2_a5
Flute	What does the air stream across this hole create?	A Bernoulli, or siphon.	hard	medium	S09_set2_a5
Fox	Are foxes wary of humans?	Yes	easy	easy	S09_set1_a6
Fox	Are foxes wary of humans?	Yes	easy	easy	S09_set1_a6
Fox	Are fennec foxes endangered?	no	easy	easy	S09_set1_a6
Fox	Are fennec foxes endangered?	No	easy	easy	S09_set1_a6
Fox	Does the diet of foxes include reptiles?	yes	easy	easy	S09_set1_a6
Fox	Does the diet of foxes include reptiles?	Yes	easy	easy	S09_set1_a6
Fox	How long do most foxes live?	Most foxes live 2 to 3 years, but they can survive for up to 10 years or even longer in captivity.	medium	medium	S09_set1_a6
Fox	How long do most foxes live?	2 to 3 years	medium	medium	S09_set1_a6
Fox	In what country did fox hunting originate?	the United Kingdom	medium	medium	S09_set1_a6
Fox	In what country did fox hunting originate?	in the United Kingdom	medium	medium	S09_set1_a6
Fox	What is the smallest species of fox?	The Fennec Fox is the smallest species of fox. 	medium	medium	S09_set1_a6
Fox	What is the smallest species of fox?	the Fennec Fox	medium	medium	S09_set1_a6
Fox	What are female foxes called?	vixens	hard	medium	S09_set1_a6
Fox	What are female foxes called?	vixens	hard	medium	S09_set1_a6
Fox	What is caching food?	Caching is burying it for later consumption, usually under leaves, snow, or soil.	hard	hard	S09_set1_a6
Fox	What is caching food?	burying it for later consumption	hard	hard	S09_set1_a6
Fox	Do foxes damage fruit on farms?	No	hard	hard	S09_set1_a6
French_language	How many years ago did African people spread across 31 francophone African countries can speak French either as a first or second language?	2 years ago	NULL	hard	S09_set5_a5
French_language	In Old French, was the plural  for animal animals?	Yes	NULL	easy	S09_set5_a5
French_language	Is catalan the only  official  language  of Andorra?	Yes	NULL	easy	S09_set5_a5
French_language	In Belgium, however, is quatre-vingts universally used?	Yes	NULL	easy	S09_set5_a5
French_language	Where is it an official language?	NULL	NULL	NULL	S09_set5_a5
French_language	Is french taught in many schools as a primary language along with Arabic?	Yes	NULL	easy	S09_set5_a5
French_language	What is widely used by the Lebanese, especially for administrative purposes?	French	NULL	medium	S09_set5_a5
French_language	Is french descendant of the Latin language?	Yes	NULL	easy	S09_set5_a5
French_language	Are there also a variety of regional languages In addition?	Yes	NULL	medium	S09_set5_a5
French_language	Is it true that france signed the European Charter for Regional Languages?	Yes	NULL	easy	S09_set5_a5
French_language	France signed the European Charter for what?	NULL	NULL	NULL	S09_set5_a5
French_language	Is french language of 20  %?	NULL	NULL	NULL	S09_set5_a5
French_language	Is French language of Wallonia?	NULL	NULL	NULL	S09_set5_a5
French_language	Are the prefixes en- and em- always nasalized ?	Yes	NULL	easy	S09_set5_a5
French_language	Are French and German not official languages nor recognised minority languages in the flemish region , although there are a dozen municipalities with language facilities for French-speakers ?	NULL	NULL	NULL	S09_set5_a5
French_language	Can the palatal nasal occur in word initial position ( e.g ?	NULL	NULL	NULL	S09_set5_a5
German_language	How many years ago was the Luther Bible by Martin Luther printed?	475	NULL	hard	S09_set5_a2
German_language	Is german an inflected  language?	yes	NULL	easy	S09_set5_a2
German_language	In Switzerland, is ß used at all?	no	NULL	easy	S09_set5_a2
German_language	Are there two common  word  orders?	yes	NULL	easy	S09_set5_a2
German_language	Are feminines declined in the singular?	no	NULL	easy	S09_set5_a2
German_language	Is 9 %  of the Internet  population German?	no	NULL	easy	S09_set5_a2
German_language	Is german written using the Latin  alphabet?	Yes	NULL	easy	S09_set5_a2
German_language	Was the Luther Bible by Martin Luther printed?	Yes	NULL	easy	S09_set5_a2
German_language	Does a  tz indicate that the preceding vowel is short?	no	NULL	easy	S09_set5_a2
German_language	Are there 622,650 speakers of German In Canada?	Yes	NULL	easy	S09_set5_a2
German_language	Are there also large populations of German ancestry In Mexico?	yes	NULL	medium	S09_set5_a2
German_language	Would Bundesländer not accept North Rhine Westphalia and Bavaria ?	yes	NULL	easy	S09_set5_a2
German_language	Have adverbs of time to appear in the third place in the sentence , just after the predicate ?	Yes	NULL	easy	S09_set5_a2
Giraffe	Do both sexes of giraffe have horns?	Yes	easy	easy	S09_set1_a5
Giraffe	Do both sexes of giraffe have horns?	yes	easy	easy	S09_set1_a5
Giraffe	Do giraffes give birth standing up?	Yes	easy	easy	S09_set1_a5
Giraffe	Do giraffes give birth standing up?	yes	easy	medium	S09_set1_a5
Giraffe	Are giraffes hunted for their hides?	Yes	easy	easy	S09_set1_a5
Giraffe	Are giraffes hunted for their hides?	Yes	easy	easy	S09_set1_a5
Giraffe	What areas can giraffes inhabit?	savannas, grasslands, or open woodlands	medium	medium	S09_set1_a5
Giraffe	What areas can giraffes inhabit?	inhabit savannas, grasslands, or open woodlands	medium	easy	S09_set1_a5
Giraffe	What will a giraffe use to clean off any bugs that appear on its face?	extremely long tongue 	medium	medium	S09_set1_a5
Giraffe	What will a giraffe use to clean off any bugs that appear on its face?	It's extremely long tongue	medium	easy	S09_set1_a5
Giraffe	How do giraffes defend themselves?	with a powerful kick	medium	medium	S09_set1_a5
Giraffe	How do giraffes defend themselves?	With powerful kicks	medium	easy	S09_set1_a5
Giraffe	Do male giraffes weigh more than female giraffes?	Yes	hard	medium	S09_set1_a5
Giraffe	Do male giraffes weigh more than female giraffes?	yes	hard	hard	S09_set1_a5
Giraffe	Do male giraffes have larger horns than female giraffes?	Yes	hard	medium	S09_set1_a5
Giraffe	Do male giraffes have larger horns than female giraffes?	Yes	hard	medium	S09_set1_a5
Giraffe	Are male females generally taller than female giraffes?	Yes	hard	medium	S09_set1_a5
Henri_Becquerel	Was Henri Becquerel one of the discoverers of radioactivity?	Yes	easy	easy	S09_set4_a9
Henri_Becquerel	Was Henri Becquerel one of the discoverers of radioactivity?	Yes	easy	easy	S09_set4_a9
Henri_Becquerel	Is the SI unit for radioactivity named after him?	Yes	easy	medium	S09_set4_a9
Henri_Becquerel	Is the SI unit for radioactivity named after him?	Yes	easy	easy	S09_set4_a9
Henri_Becquerel	Was Henri Becquerel a French physicist?	Yes	easy	easy	S09_set4_a9
Henri_Becquerel	Was Henri Becquerel a French physicist?	Yes	easy	easy	S09_set4_a9
Henri_Becquerel	In what year did Henri Becquerel die?	1908	medium	medium	S09_set4_a9
Henri_Becquerel	In what year did Henri Becquerel die?	August 24, 1908	medium	medium	S09_set4_a9
Henri_Becquerel	Where was Henri Becquerel born?	 Paris 	medium	medium	S09_set4_a9
Henri_Becquerel	Where was Henri Becquerel born?	Paris	medium	easy	S09_set4_a9
Henri_Becquerel	In what year did Henri Becquerel win the Nobel Prize in Physics?	1903	medium	medium	S09_set4_a9
Henri_Becquerel	In what year did Henri Becquerel win the Nobel Prize in Physics?	1903	medium	medium	S09_set4_a9
Henri_Becquerel	Was Henri Becquerel first in his family to occupy the physics chair at the Museum National d'Histoire Naturelle?	No	hard	easy	S09_set4_a9
Henri_Becquerel	Was Henri Becquerel first in his family to occupy the physics chair at the Museum National d'Histoire Naturelle?	No	hard	hard	S09_set4_a9
Henri_Becquerel	Was Henri Becquerel the sole winner of the 1903 Nobel Prize in Physics?	No	hard	hard	S09_set4_a9
Henri_Becquerel	Was Henri Becquerel the sole winner of the 1903 Nobel Prize in Physics?	No	hard	hard	S09_set4_a9
Henri_Becquerel	Did Henri Becquerel intentionally discover radioactivity?	No	hard	hard	S09_set4_a9
Henri_Becquerel	Did Henri Becquerel intentionally discover radioactivity?	He discovered it accidentally	hard	medium	S09_set4_a9
Henri_Becquerel	If Henri Becquerel was alive today, how old would he have been?	157	NULL	hard	S09_set4_a9
Henri_Becquerel	For how many years did Henri Becquerel live?	56	NULL	hard	S09_set4_a9
Henri_Becquerel	Did Henri Becquerel live to be 80 years old?	no	NULL	medium	S09_set4_a9
Henri_Becquerel	What was Henri Becquerel`s profession?	physisist	NULL	easy	S09_set4_a9
Henri_Becquerel	How old was Henri Becquerel when he died?	53	NULL	too hard	S09_set4_a9
Henri_Becquerel	How many years ago was it when he became the third in his family to occupy the physics chair at the Musum National d`Histoire Naturelle?	117	NULL	hard	S09_set4_a9
Henri_Becquerel	In 1908, the year  of his death, was Becquerel elected Permanent Secretary  of the Académie  des  Sciences?	Yes	NULL	easy	S09_set4_a9
Henri_Becquerel	When was Henri Becquerel born?	December 15, 1852	NULL	medium	S09_set4_a9
Henri_Becquerel	Did he become chief engineer in the Department of Bridges and Highways?	Yes	NULL	easy	S09_set4_a9
Henri_Becquerel	Did he share the Nobel Prize in Physics?	Yes	NULL	easy	S09_set4_a9
Henri_Becquerel	Is it true that Becquerel wrapped a fluorescent substance in photographic plates?	Yes	NULL	easy	S09_set4_a9
Henri_Becquerel	Becquerel wrapped a fluorescent substance in what?	photographic plates and black material	NULL	medium	S09_set4_a9
Henri_Becquerel	Is there a Becquerel crater on the Moon for radioactivity?	Yes	NULL	easy	S09_set4_a9
Henri_Becquerel	Must … One conclude from these experiments that the phosphorescent substance in question emits rays which pass through the opaque paper and reduces silver salts ?	Yes	NULL	easy	S09_set4_a9
Henri_Becquerel	What is Henri Becquerel?	Henri Becquerel was a famous physicist.	NULL	easy	S09_set4_a9
Henri_Becquerel	Where is Henri Becquerel from?	Paris	NULL	medium	S09_set4_a9
Henri_Becquerel	What does Henri Becquerel do?	was a physisist	NULL	medium	S09_set4_a9
Henri_Becquerel	What does Henri Becquerel do?	Henri Becquerel was a physicist.	NULL	hard	S09_set4_a9
Isaac_Newton	Was Newton a English physicist?	Yes.	easy	easy	S09_set4_a1
Isaac_Newton	Was Newton a English physicist?	Yes	easy	easy	S09_set4_a1
Isaac_Newton	Did Newton reject the church's doctrine of the Trinity?	Newton may have rejected the church's doctrine of the Trinity.	easy	hard	S09_set4_a1
Isaac_Newton	Did Newton reject the church's doctrine of the Trinity?	Maybe	easy	hard	S09_set4_a1
Isaac_Newton	Was Newton admitted into Havard College?	No.	easy	easy	S09_set4_a1
Isaac_Newton	Was Newton admitted into Havard College?	Maybe, but it doesn't say so in the article	easy	easy	S09_set4_a1
Isaac_Newton	When was Newton's date of birth recorded?	Christmas Day, Decembeer 25, 1642.	medium	medium	S09_set4_a1
Isaac_Newton	When was Newton's date of birth recorded?	his date of birth was recorded as Christmas Day, December 25, 1642	medium	easy	S09_set4_a1
Isaac_Newton	How many laws of motion did Netwon have?	Three	medium	medium	S09_set4_a1
Isaac_Newton	How many laws of motion did Netwon have?	Three	medium	easy	S09_set4_a1
Isaac_Newton	Who did Newton see as the master creator?	God	medium	medium	S09_set4_a1
Isaac_Newton	Who did Newton see as the master creator?	Newton saw God as the master creator whose existence could not be denied in the face of the grandeur of all creation	medium	easy	S09_set4_a1
Isaac_Newton	When did Netwon investigate the refraction of light	From 1670 to 1672	hard	hard	S09_set4_a1
Isaac_Newton	When did Netwon investigate the refraction of light	1670-1672	hard	hard	S09_set4_a1
Isaac_Newton	What principles did Newton explain for mechanics?	The principles of conservation of momentum and angular momentum	hard	hard	S09_set4_a1
Isaac_Newton	What principles did Newton explain for mechanics?	In mechanics, Newton enunciated the principles of conservation of momentum and angular momentum	hard	medium	S09_set4_a1
Isaac_Newton	Interaction with what man stirred up Newton's interest in alchemy?	Henry More	hard	hard	S09_set4_a1
Isaac_Newton	Interaction with what man stirred up Newton's interest in alchemy?	The contact with the theosophist Henry More, revived his interest in alchemy	hard	medium	S09_set4_a1
Italian_language	What was Italian language`s profession?	NULL	NULL	NULL	S09_set5_a9
Italian_language	What is Italian language`s first name?	NULL	NULL	NULL	S09_set5_a9
Italian_language	What is Italian language`s last name?	NULL	NULL	NULL	S09_set5_a9
Italian_language	How many offspring did Italian language have?	NULL	NULL	NULL	S09_set5_a9
Italian_language	Where did Italian language die?	NULL	NULL	NULL	S09_set5_a9
Italian_language	Are geminate plosives and affricates realised as lengthened closures?	NULL	NULL	NULL	S09_set5_a9
Italian_language	Where is this letter silent?	NULL	NULL	NULL	S09_set5_a9
Italian_language	Is Italian one of official four languages?	NULL	NULL	NULL	S09_set5_a9
Italian_language	Is it true that legge sulle fonti del diritto of 7?	NULL	NULL	NULL	S09_set5_a9
Italian_language	Legge sulle fonti del diritto of what?	NULL	NULL	NULL	S09_set5_a9
Italian_language	Is it true that Italian retained the contrast between short consonants?	NULL	NULL	NULL	S09_set5_a9
Italian_language	Italian retained the contrast between what?	NULL	NULL	NULL	S09_set5_a9
Italian_language	Is stress distinctive in most Romance languages?	NULL	NULL	NULL	S09_set5_a9
Italian_language	Are the speakers who use italian as a second or cultural language estimated at around 110-120 million ?	NULL	NULL	NULL	S09_set5_a9
Italian_language	Are front/back vowel rules for C and G similar in French , Romanian , Spanish , and to some extent English ?	NULL	NULL	NULL	S09_set5_a9
Italian_language	So can Italian language hear "istànbul " or "Ìstanbul" ?	NULL	NULL	NULL	S09_set5_a9
Italian_language	Will , the vowel sounds be pronounced separately) ?	NULL	NULL	NULL	S09_set5_a9
Italian_language	Can Regional differences be recognized by various factors : the openness of vowels , the length of the consonants , and influence of the local dialect ?	NULL	NULL	NULL	S09_set5_a9
Italian_language	Give dictionaries the latter as an alternative pronunciation ?	NULL	NULL	NULL	S09_set5_a9
James_Watt	James Watt's improvements of what were fundamental to the changes wrought by the Industrial Revolution?	The steam engine.	easy	medium	S09_set4_a2
James_Watt	James Watt's improvements of what were fundamental to the changes wrought by the Industrial Revolution?	steam engine	easy	hard	S09_set4_a2
James_Watt	James Watt was born where?	Greenock, a seaport on the Firth of Clyde	easy	medium	S09_set4_a2
James_Watt	What was the name of James Watt's mother?	Agnus Muirhead	easy	medium	S09_set4_a2
James_Watt	What was the name of James Watt's mother?	Agnes Muirhead	easy	hard	S09_set4_a2
James_Watt	How many of James Watt's children did not live to adulthood?	3	medium	hard	S09_set4_a2
James_Watt	How many of James Watt's children did not live to adulthood?	3	medium	too hard	S09_set4_a2
James_Watt	James Watt ranked first among how many people in Charles Murray's survey of historiometry?	229	medium	medium	S09_set4_a2
James_Watt	James Watt ranked first among how many people in Charles Murray's survey of historiometry?	229	medium	hard	S09_set4_a2
James_Watt	In what year did James travel to Lodon to study instrument-making?	1753	hard	hard	S09_set4_a2
James_Watt	For how many years of James Watt's life was his mother alive?	17 years	hard	hard	S09_set4_a2
James_Watt	What is James Watt most famous for?	Steam engine.	hard	too hard	S09_set4_a2
Japanese_language	What was Japanese language`s profession?	NULL	NULL	NULL	S09_set5_a6
Japanese_language	What is Japanese language`s first name?	NULL	NULL	NULL	S09_set5_a6
Japanese_language	Is the basic sentence structure topic-comment?	NULL	NULL	NULL	S09_set5_a6
Japanese_language	Where are the circumstances complicated?	NULL	NULL	NULL	S09_set5_a6
Japanese_language	Does the   form indicate a perfect tense?	NULL	NULL	NULL	S09_set5_a6
Japanese_language	Is or a conception that forms the counterpart of dialect?	NULL	NULL	NULL	S09_set5_a6
Japanese_language	Do most Japanese people employ politeness?	yes	NULL	easy	S09_set5_a6
Japanese_language	Is it true that Japanese borrowed a considerable number of words?	yes	NULL	easy	S09_set5_a6
Japanese_language	Japanese borrowed a considerable number of what?	NULL	NULL	NULL	S09_set5_a6
Japanese_language	Is japanese language in the island?	NULL	NULL	NULL	S09_set5_a6
Japanese_language	Is there a form of the language?	NULL	NULL	NULL	S09_set5_a6
Japanese_language	Are the several dialects of Kagoshima famous to speakers?	yes	NULL	medium	S09_set5_a6
Japanese_language	I.e "yamato words ") , which in scholarly contexts is sometimes referred to as ( or rarely , i.e "yamato words " -rrb- , which in scholarly contexts is sometimes referred to as -lrb- or rarely , vp ? ?	NULL	NULL	NULL	S09_set5_a6
Japanese_language	Are japanese personal pronouns generally used only in situations requiring special emphasis as to who is doing what to whom ?	NULL	NULL	NULL	S09_set5_a6
Japanese_language	: give "please Japanese language to Mr ?	NULL	NULL	NULL	S09_set5_a6
Japanese_language	Will a japanese person use vocabulary and inflections of the honorific register to refer to the in-group superior and Japanese language`s or Japanese language`s speech and actions ?	NULL	NULL	NULL	S09_set5_a6
Japanese_language	Thus , can polite korean speech sound very presumptuous when translated verbatim into Japanese , as in korean Japanese language is acceptable and normal to say things like "our Mr ?	NULL	NULL	NULL	S09_set5_a6
Lima	Is Lima the capital of Peru?	Yes.	easy	easy	S09_set3_a4
Lima	Is the Museum of Gold in Lima?	Yes.	easy	hard	S09_set3_a4
Lima	Does Lima have volleyball venues?	Yes.	easy	hard	S09_set3_a4
Lima	When was Lima founded?	January 18,1535.	medium	medium	S09_set3_a4
Lima	Where is the Park of the Reserve located?	Near the downtown area.	medium	medium	S09_set3_a4
Lima	What is a colectivo?	Automobiles that renders express service on some major roads of the Lima Metropolitan Area.	medium	medium	S09_set3_a4
Lima	Is the National University of San Marcos in Lima?	Yes.	hard	hard	S09_set3_a4
Lima	Has the San Lorenzo Megaport Project been completed?	No.	hard	hard	S09_set3_a4
Lima	How many years ago was the Lima Stock Exchange the most profitable in the world?	Three	NULL	hard	S09_set3_a4
Lima	Is rainfall very low?	Yes.	NULL	easy	S09_set3_a4
Lima	Is lima the capital  and  largest  city  of Peru?	Yes.	NULL	easy	S09_set3_a4
Lima	Is The GDP  per capita in Lima $ 7,600  /  ref )?	Yes.	NULL	easy	S09_set3_a4
Lima	The Spanish Crown named Pizarro governor of what?	Hemming.	NULL	medium	S09_set3_a4
Lima	Is it true that the ideas of the Enlightenment shaped the development of the city?	Yes.	NULL	easy	S09_set3_a4
Lima	The ideas of the Enlightenment shaped the development of what?	the city, Lima	NULL	medium	S09_set3_a4
London	Is London the capital of the United Kingdom?	Yes	easy	easy	S09_set3_a1
London	Is London the capital of the United Kingdom?	Yes	easy	easy	S09_set3_a1
London	Does London's population draw from a wide range of religions?	Yes	easy	easy	S09_set3_a1
London	Does London's population draw from a wide range of religions?	Yes	easy	easy	S09_set3_a1
London	Did Caunte take control of the English throne in 101?	No	easy	easy	S09_set3_a1
London	Over how many languages are spoken in London?	Over 300 languages are spoken in london	medium	medium	S09_set3_a1
London	Over how many languages are spoken in London?	Over 300	medium	easy	S09_set3_a1
London	What had the Anglo-Saxons created by the 600s?	By the 600s, the Anglo-Saxons had created a new S09_settlement called Lundenwic.	medium	medium	S09_set3_a1
London	What had the Anglo-Saxons created by the 600s?	a new S09_settlement called Lundenwic	medium	easy	S09_set3_a1
London	What city in the UK has been subjected to bouts of terrorism?	London has been subjected to bouts of terrorism.	hard	hard	S09_set3_a1
London	What city in the UK has been subjected to bouts of terrorism?	London	hard	hard	S09_set3_a1
London	What countries did James VI of Scotland unite?	James VI of Scotland united Scotland and England.	hard	hard	S09_set3_a1
London	What countries did James VI of Scotland unite?	England and Scotland	hard	too hard	S09_set3_a1
London	How did civil wars affect England during the Middle Ages?	London remained relatively untouched	hard	medium	S09_set3_a1
Lyre	Are the strings of a classical lyre made of gut?	Yes	easy	hard	S09_set2_a10
Lyre	Does a classical lyre have a sound-chest?	Yes	easy	easy	S09_set2_a10
Lyre	Is lyre played in mordern Greece?	No	easy	easy	S09_set2_a10
Lyre	Which part of the strings does the left hand touch?	The lower strings	medium	medium	S09_set2_a10
Lyre	In which place is lyre still played?	North-eastern parts of Africa	medium	medium	S09_set2_a10
Lyre	Does a classical lyre have a fingerboard?	Yes	hard	hard	S09_set2_a10
Lyre	Is a guitar played with a plectrum like a lyre?	Yes	hard	easy	S09_set2_a10
Michael_Faraday	Was Michael Faraday an English chemist?	yes	easy	easy	S09_set4_a7
Michael_Faraday	Was Michael Faraday an English chemist?	yes	easy	easy	S09_set4_a7
Michael_Faraday	Was Faraday a devout Christian?	yes	easy	easy	S09_set4_a7
Michael_Faraday	Was Faraday a devout Christian?	yes	easy	easy	S09_set4_a7
Michael_Faraday	Was Faraday considered a gentleman?	no	easy	easy	S09_set4_a7
Michael_Faraday	Was Faraday considered a gentleman?	no	easy	easy	S09_set4_a7
Michael_Faraday	Who was a member of the Sandemanian sect of Christianity?	yes	medium	easy	S09_set4_a7
Michael_Faraday	Who was a member of the Sandemanian sect of Christianity?	Faraday	medium	medium	S09_set4_a7
Michael_Faraday	What did Joseph Henry likely discover?	self-induction	medium	medium	S09_set4_a7
Michael_Faraday	What did Joseph Henry likely discover?	self-induction	medium	medium	S09_set4_a7
Michael_Faraday	What did the University of Oxford grant Faraday?	a Doctor of Civil Law degree (honorary)	medium	medium	S09_set4_a7
Michael_Faraday	What did the University of Oxford grant Faraday?	Doctor of Civil Law degree (honorary)	medium	medium	S09_set4_a7
Michael_Faraday	Who was made to travel outside the coach?	Faraday	hard	hard	S09_set4_a7
Michael_Faraday	Did Faraday construct the ancestor of modern power generators?	yes	hard	easy	S09_set4_a7
Michael_Faraday	Did Faraday construct the ancestor of modern power generators?	yes	hard	easy	S09_set4_a7
Michael_Faraday	Did Faraday lecture on education in 1854?	yes	hard	easy	S09_set4_a7
Michael_Faraday	Did Faraday lecture on education in 1854?	yes	hard	hard	S09_set4_a7
Michael_Faraday	Did Faraday receive an extensive formal education?	no	easy	medium	S09_set4_a7
Michael_Faraday	Did Faraday receive an extensive formal education?	no	easy	easy	S09_set4_a7
Michael_Faraday	Did Faraday discover the chemical substance benzene?	yes	easy	easy	S09_set4_a7
Michael_Faraday	Did Faraday discover the chemical substance benzene?	yes	easy	easy	S09_set4_a7
Michael_Faraday	Was Faraday born in England?	yes	easy	easy	S09_set4_a7
Michael_Faraday	Was Faraday born in England?	yes	easy	easy	S09_set4_a7
Michael_Faraday	What do some historians of science refer to Faraday as?	the best experimentalist in the history of science	medium	medium	S09_set4_a7
Michael_Faraday	What do some historians of science refer to Faraday as?	best experimentalist in the history of science	medium	medium	S09_set4_a7
Michael_Faraday	Who was the sponsor and mentor of Faraday?	John 'Mad Jack' Fuller	medium	medium	S09_set4_a7
Michael_Faraday	Who was the sponsor and mentor of Faraday?	John 'Mad Jack' Fuller	medium	medium	S09_set4_a7
Michael_Faraday	What did Faraday invent that is used almost universally in science laboratories?	the Bunsen burner	medium	medium	S09_set4_a7
Michael_Faraday	What did Faraday invent that is used almost universally in science laboratories?	Bunsen burner	medium	medium	S09_set4_a7
Michael_Faraday	Does the production of chemical weapons raise an ethical issue?	yes	hard	easy	S09_set4_a7
Michael_Faraday	What was the Faraday effect first called?	diamagnetism	hard	hard	S09_set4_a7
Michael_Faraday	What was the Faraday effect first called?	diamagnetism	hard	medium	S09_set4_a7
Michael_Faraday	Can you meet someone through attending a church?	yes	hard	easy	S09_set4_a7
Michael_Faraday	What was Michael Faraday`s birthplace?	Newington Butts	NULL	hard	S09_set4_a7
Michael_Faraday	What was Michael Faraday`s profession?	chemist and physicist	NULL	hard	S09_set4_a7
Michael_Faraday	How many years ago did Faraday report on the first synthesis of compound make from carbon and chlorine , c 2 h 6 and c 2 h 4 ?	189	NULL	hard	S09_set4_a7
